Country_Name,Country_Code,Series Name,Series_Code,Year,Growth_Value,continent
Thailand,THA,Population growth (annual %),SP.POP.GROW,2005,0.778138864,Asia
Thailand,THA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,-1.186802469,Asia
Thailand,THA,Urban population growth (annual %),SP.URB.GROW,2005,4.154375389,Asia
East Timor,TLS,Population growth (annual %),SP.POP.GROW,2005,2.435663207,Asia
East Timor,TLS,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,1.989120777,Asia
East Timor,TLS,Urban population growth (annual %),SP.URB.GROW,2005,3.714869095,Asia
Togo,TGO,Population growth (annual %),SP.POP.GROW,2005,2.596251196,Africa
Togo,TGO,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,1.887516288,Africa
Togo,TGO,Urban population growth (annual %),SP.URB.GROW,2005,3.915122997,Africa
Trinidad and Tobago,TTO,Population growth (annual %),SP.POP.GROW,2005,0.578923597,North America
Trinidad and Tobago,TTO,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,0.997274666,North America
Trinidad and Tobago,TTO,Urban population growth (annual %),SP.URB.GROW,2005,0.237478767,North America
Tunisia,TUN,Population growth (annual %),SP.POP.GROW,2005,0.929565256,Africa
Tunisia,TUN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,0.107359689,Africa
Tunisia,TUN,Urban population growth (annual %),SP.URB.GROW,2005,1.37047263,Africa
Turkiye,TUR,Population growth (annual %),SP.POP.GROW,2005,1.347579064,Asia
Turkiye,TUR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,-0.546679536,Asia
Turkiye,TUR,Urban population growth (annual %),SP.URB.GROW,2005,2.258258008,Asia
Turkmenistan,TKM,Population growth (annual %),SP.POP.GROW,2005,1.359714823,Asia
Turkmenistan,TKM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,0.907457216,Asia
Turkmenistan,TKM,Urban population growth (annual %),SP.URB.GROW,2005,1.871101872,Asia
Uganda,UGA,Population growth (annual %),SP.POP.GROW,2005,2.906231677,Africa
Uganda,UGA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,2.362195038,Africa
Uganda,UGA,Urban population growth (annual %),SP.URB.GROW,2005,5.61353644,Africa
Ukraine,UKR,Population growth (annual %),SP.POP.GROW,2005,-0.732800944,Europe
Ukraine,UKR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,-1.330200521,Europe
Ukraine,UKR,Urban population growth (annual %),SP.URB.GROW,2005,-0.447694616,Europe
United Arab Emirates,ARE,Population growth (annual %),SP.POP.GROW,2005,6.955726898,Asia
United Arab Emirates,ARE,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,4.775483209,Asia
United Arab Emirates,ARE,Urban population growth (annual %),SP.URB.GROW,2005,7.432144505,Asia
United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,2005,0.686611306,Europe
United Kingdom,GBR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,-0.727294808,Europe
United Kingdom,GBR,Urban population growth (annual %),SP.URB.GROW,2005,1.045133677,Europe
United States of America,USA,Population growth (annual %),SP.POP.GROW,2005,0.921713167,North America
United States of America,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,0.073389815,North America
United States of America,USA,Urban population growth (annual %),SP.URB.GROW,2005,1.135884591,North America
Uruguay,URY,Population growth (annual %),SP.POP.GROW,2005,0.116535331,South America
Uruguay,URY,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,-3.427128055,South America
Uruguay,URY,Urban population growth (annual %),SP.URB.GROW,2005,0.375119849,South America
Uzbekistan,UZB,Population growth (annual %),SP.POP.GROW,2005,1.163350224,Asia
Uzbekistan,UZB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,0.229189072,Asia
Uzbekistan,UZB,Urban population growth (annual %),SP.URB.GROW,2005,2.16345137,Asia
Vanuatu,VUT,Population growth (annual %),SP.POP.GROW,2005,2.423070083,Oceania
Vanuatu,VUT,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,2.046357308,Oceania
Vanuatu,VUT,Urban population growth (annual %),SP.URB.GROW,2005,3.687539213,Oceania
Venezuela,VEN,Population growth (annual %),SP.POP.GROW,2005,1.670714926,South America
Venezuela,VEN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,1.455101421,South America
Venezuela,VEN,Urban population growth (annual %),SP.URB.GROW,2005,1.700281141,South America
Viet Nam,VNM,Population growth (annual %),SP.POP.GROW,2005,1.004361804,Asia
Viet Nam,VNM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,0.185381475,Asia
Viet Nam,VNM,Urban population growth (annual %),SP.URB.GROW,2005,3.220743787,Asia
West Bank and Gaza,PSE,Population growth (annual %),SP.POP.GROW,2005,2.555262373,Asia
West Bank and Gaza,PSE,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,1.756570954,Asia
West Bank and Gaza,PSE,Urban population growth (annual %),SP.URB.GROW,2005,2.851372244,Asia
Yemen,YEM,Population growth (annual %),SP.POP.GROW,2005,2.79308557,Asia
Yemen,YEM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,2.027703241,Asia
Yemen,YEM,Urban population growth (annual %),SP.URB.GROW,2005,4.698031521,Asia
Zambia,ZMB,Population growth (annual %),SP.POP.GROW,2005,3.312670421,Africa
Zambia,ZMB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,2.55314978,Africa
Zambia,ZMB,Urban population growth (annual %),SP.URB.GROW,2005,4.624365711,Africa
Zimbabwe,ZWE,Population growth (annual %),SP.POP.GROW,2005,0.523850609,Africa
Zimbabwe,ZWE,Rural population growth (annual %),SP.RUR.TOTL.ZG,2005,0.803503512,Africa
Zimbabwe,ZWE,Urban population growth (annual %),SP.URB.GROW,2005,-0.014148145,Africa
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,2010,2.894904104,Asia
Afghanistan,AFG,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.621229215,Asia
Afghanistan,AFG,Urban population growth (annual %),SP.URB.GROW,2010,3.779279064,Asia
Albania,ALB,Population growth (annual %),SP.POP.GROW,2010,-0.496461963,Europe
Albania,ALB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-2.743291493,Europe
Albania,ALB,Urban population growth (annual %),SP.URB.GROW,2010,1.609373264,Europe
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2010,1.858701991,Africa
Algeria,DZA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.317085021,Africa
Algeria,DZA,Urban population growth (annual %),SP.URB.GROW,2010,2.921480596,Africa
Angola,AGO,Population growth (annual %),SP.POP.GROW,2010,3.734797658,Africa
Angola,AGO,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.889525487,Africa
Angola,AGO,Urban population growth (annual %),SP.URB.GROW,2010,4.995580748,Africa
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2010,0.255582398,South America
Argentina,ARG,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-1.456277026,South America
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2010,0.429649599,South America
Armenia,ARM,Population growth (annual %),SP.POP.GROW,2010,-0.609179751,Asia
Armenia,ARM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.335226341,Asia
Armenia,ARM,Urban population growth (annual %),SP.URB.GROW,2010,-0.766716914,Asia
Australia,AUS,Population growth (annual %),SP.POP.GROW,2010,1.555706262,Oceania
Australia,AUS,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.755851597,Oceania
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,2010,1.695502161,Oceania
Austria,AUT,Population growth (annual %),SP.POP.GROW,2010,0.2403943,Europe
Austria,AUT,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.90928454,Europe
Austria,AUT,Urban population growth (annual %),SP.URB.GROW,2010,-0.253173146,Europe
Azerbaijan,AZE,Population growth (annual %),SP.POP.GROW,2010,1.189787708,Asia
Azerbaijan,AZE,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.727279912,Asia
Azerbaijan,AZE,Urban population growth (annual %),SP.URB.GROW,2010,1.595056682,Asia
Bahamas,BHS,Population growth (annual %),SP.POP.GROW,2010,1.406955893,North America
Bahamas,BHS,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.168474054,North America
Bahamas,BHS,Urban population growth (annual %),SP.URB.GROW,2010,1.457872509,North America
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,2010,1.141551337,Asia
Bangladesh,BGD,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.064510717,Asia
Bangladesh,BGD,Urban population growth (annual %),SP.URB.GROW,2010,3.644549781,Asia
Belarus,BLR,Population growth (annual %),SP.POP.GROW,2010,-0.218522756,Europe
Belarus,BLR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-2.173401506,Europe
Belarus,BLR,Urban population growth (annual %),SP.URB.GROW,2010,0.45332816,Europe
Belgium,BEL,Population growth (annual %),SP.POP.GROW,2010,0.913639392,Europe
Belgium,BEL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-1.10933298,Europe
Belgium,BEL,Urban population growth (annual %),SP.URB.GROW,2010,0.962809677,Europe
Belize,BLZ,Population growth (annual %),SP.POP.GROW,2010,2.494326026,North America
Belize,BLZ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.525618678,North America
Belize,BLZ,Urban population growth (annual %),SP.URB.GROW,2010,2.456443064,North America
Benin,BEN,Population growth (annual %),SP.POP.GROW,2010,2.934926663,Africa
Benin,BEN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.037482549,Africa
Benin,BEN,Urban population growth (annual %),SP.URB.GROW,2010,4.132534278,Africa
Bhutan,BTN,Population growth (annual %),SP.POP.GROW,2010,1.117177172,Asia
Bhutan,BTN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.076484831,Asia
Bhutan,BTN,Urban population growth (annual %),SP.URB.GROW,2010,3.393386179,Asia
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,2010,1.696282376,South America
Bolivia,BOL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.376470593,South America
Bolivia,BOL,Urban population growth (annual %),SP.URB.GROW,2010,2.369926001,South America
Bosnia and Herzegovina,BIH,Population growth (annual %),SP.POP.GROW,2010,-1.734037585,Europe
Bosnia and Herzegovina,BIH,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-2.318264765,Europe
Bosnia and Herzegovina,BIH,Urban population growth (annual %),SP.URB.GROW,2010,-1.031377052,Europe
Botswana,BWA,Population growth (annual %),SP.POP.GROW,2010,2.060951632,Africa
Botswana,BWA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-1.788131079,Africa
Botswana,BWA,Urban population growth (annual %),SP.URB.GROW,2010,4.452652195,Africa
Brazil,BRA,Population growth (annual %),SP.POP.GROW,2010,0.939418022,South America
Brazil,BRA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.901181005,South America
Brazil,BRA,Urban population growth (annual %),SP.URB.GROW,2010,1.28506681,South America
Brunei Darussalam,BRN,Population growth (annual %),SP.POP.GROW,2010,1.460418344,Asia
Brunei Darussalam,BRN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.060521699,Asia
Brunei Darussalam,BRN,Urban population growth (annual %),SP.URB.GROW,2010,1.932423996,Asia
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,2010,-0.658275447,Europe
Bulgaria,BGR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-1.874738601,Europe
Bulgaria,BGR,Urban population growth (annual %),SP.URB.GROW,2010,-0.188314948,Europe
Burkina Faso,BFA,Population growth (annual %),SP.POP.GROW,2010,2.939267558,Africa
Burkina Faso,BFA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.20689154,Africa
Burkina Faso,BFA,Urban population growth (annual %),SP.URB.GROW,2010,5.213942985,Africa
Burundi,BDI,Population growth (annual %),SP.POP.GROW,2010,4.679477609,Africa
Burundi,BDI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,4.382246881,Africa
Burundi,BDI,Urban population growth (annual %),SP.URB.GROW,2010,7.210724872,Africa
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,2010,1.457229884,Asia
Cambodia,KHM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.001592969,Asia
Cambodia,KHM,Urban population growth (annual %),SP.URB.GROW,2010,3.267137094,Asia
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,2010,2.851215315,Africa
Cameroon,CMR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.610005229,Africa
Cameroon,CMR,Urban population growth (annual %),SP.URB.GROW,2010,4.031569928,Africa
Canada,CAN,Population growth (annual %),SP.POP.GROW,2010,1.111864075,North America
Canada,CAN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.177253215,North America
Canada,CAN,Urban population growth (annual %),SP.URB.GROW,2010,1.333268714,North America
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,2010,2.071208345,Africa
Central African Republic,CAF,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.728088871,Africa
Central African Republic,CAF,Urban population growth (annual %),SP.URB.GROW,2010,2.612441135,Africa
Chad,TCD,Population growth (annual %),SP.POP.GROW,2010,3.408490965,Africa
Chad,TCD,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,3.34314055,Africa
Chad,TCD,Urban population growth (annual %),SP.URB.GROW,2010,3.640735801,Africa
Chile,CHL,Population growth (annual %),SP.POP.GROW,2010,1.009033756,South America
Chile,CHL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.569051807,South America
Chile,CHL,Urban population growth (annual %),SP.URB.GROW,2010,1.074513723,South America
China,CHN,Population growth (annual %),SP.POP.GROW,2010,0.482959689,Asia
China,CHN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-2.133474239,Asia
China,CHN,Urban population growth (annual %),SP.URB.GROW,2010,3.255365494,Asia
Colombia,COL,Population growth (annual %),SP.POP.GROW,2010,1.126884715,South America
Colombia,COL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.569475436,South America
Colombia,COL,Urban population growth (annual %),SP.URB.GROW,2010,1.611612252,South America
Democratic Republic of the Congo,COD,Population growth (annual %),SP.POP.GROW,2010,3.246880698,Africa
Democratic Republic of the Congo,COD,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.38045481,Africa
Democratic Republic of the Congo,COD,Urban population growth (annual %),SP.URB.GROW,2010,4.560043569,Africa
Republic of Congo,COG,Population growth (annual %),SP.POP.GROW,2010,4.155897222,Africa
Republic of Congo,COG,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.922482068,Africa
Republic of Congo,COG,Urban population growth (annual %),SP.URB.GROW,2010,4.879408263,Africa
Costa Rica,CRI,Population growth (annual %),SP.POP.GROW,2010,1.287389809,North America
Costa Rica,CRI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-2.738198948,North America
Costa Rica,CRI,Urban population growth (annual %),SP.URB.GROW,2010,2.919069249,North America
Cote d'Ivoire,CIV,Population growth (annual %),SP.POP.GROW,2010,2.116362419,Africa
Cote d'Ivoire,CIV,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.322104613,Africa
Cote d'Ivoire,CIV,Urban population growth (annual %),SP.URB.GROW,2010,3.007712381,Africa
Croatia,HRV,Population growth (annual %),SP.POP.GROW,2010,-0.226821271,Europe
Croatia,HRV,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.600750996,Europe
Croatia,HRV,Urban population growth (annual %),SP.URB.GROW,2010,0.078244539,Europe
Cuba,CUB,Population growth (annual %),SP.POP.GROW,2010,0.064074845,North America
Cuba,CUB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.328265567,North America
Cuba,CUB,Urban population growth (annual %),SP.URB.GROW,2010,0.184255878,North America
Cyprus,CYP,Population growth (annual %),SP.POP.GROW,2010,1.670260996,Asia
Cyprus,CYP,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.115115681,Asia
Cyprus,CYP,Urban population growth (annual %),SP.URB.GROW,2010,1.457270698,Asia
Czech Rep,CZE,Population growth (annual %),SP.POP.GROW,2010,0.291361674,Europe
Czech Rep,CZE,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.549702006,Europe
Czech Rep,CZE,Urban population growth (annual %),SP.URB.GROW,2010,0.197209094,Europe
Denmark,DNK,Population growth (annual %),SP.POP.GROW,2010,0.444197155,Europe
Denmark,DNK,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.61782185,Europe
Denmark,DNK,Urban population growth (annual %),SP.URB.GROW,2010,0.606766049,Europe
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,2010,1.988307013,Africa
Djibouti,DJI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.749638485,Africa
Djibouti,DJI,Urban population growth (annual %),SP.URB.GROW,2010,2.059712289,Africa
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,2010,1.314837822,North America
Dominican Republic,DOM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-3.195780614,North America
Dominican Republic,DOM,Urban population growth (annual %),SP.URB.GROW,2010,2.970446232,North America
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,2010,1.660310481,South America
Ecuador,ECU,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.139027561,South America
Ecuador,ECU,Urban population growth (annual %),SP.URB.GROW,2010,1.97184718,South America
Egypt,EGY,Population growth (annual %),SP.POP.GROW,2010,2.027639655,Africa
Egypt,EGY,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.062744461,Africa
Egypt,EGY,Urban population growth (annual %),SP.URB.GROW,2010,1.9811604,Africa
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,2010,0.374364787,North America
El Salvador,SLV,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-2.14658728,North America
El Salvador,SLV,Urban population growth (annual %),SP.URB.GROW,2010,1.731093062,North America
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,2010,4.756088762,Africa
Equatorial Guinea,GNQ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.215901027,Africa
Equatorial Guinea,GNQ,Urban population growth (annual %),SP.URB.GROW,2010,7.184535373,Africa
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,2010,2.04894665,Africa
Eritrea,ERI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.142936052,Africa
Eritrea,ERI,Urban population growth (annual %),SP.URB.GROW,2010,3.740471823,Africa
Estonia,EST,Population growth (annual %),SP.POP.GROW,2010,-0.228057969,Europe
Estonia,EST,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.176937196,Europe
Estonia,EST,Urban population growth (annual %),SP.URB.GROW,2010,-0.417258644,Europe
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,2010,0.458720163,Africa
Eswatini,SWZ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.177955206,Africa
Eswatini,SWZ,Urban population growth (annual %),SP.URB.GROW,2010,1.433000901,Africa
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2010,2.820981863,Africa
Ethiopia,ETH,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.327528495,Africa
Ethiopia,ETH,Urban population growth (annual %),SP.URB.GROW,2010,5.210884782,Africa
Fiji,FJI,Population growth (annual %),SP.POP.GROW,2010,0.419141607,Oceania
Fiji,FJI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.647881808,Oceania
Fiji,FJI,Urban population growth (annual %),SP.URB.GROW,2010,1.407464761,Oceania
Finland,FIN,Population growth (annual %),SP.POP.GROW,2010,0.457494535,Europe
Finland,FIN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-1.621753252,Europe
Finland,FIN,Urban population growth (annual %),SP.URB.GROW,2010,0.8653859,Europe
France,FRA,Population growth (annual %),SP.POP.GROW,2010,0.492821126,Europe
France,FRA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.665439917,Europe
France,FRA,Urban population growth (annual %),SP.URB.GROW,2010,0.814895002,Europe
Gabon,GAB,Population growth (annual %),SP.POP.GROW,2010,3.421970687,Africa
Gabon,GAB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.495245018,Africa
Gabon,GAB,Urban population growth (annual %),SP.URB.GROW,2010,4.099968792,Africa
Gambia,GMB,Population growth (annual %),SP.POP.GROW,2010,3.101160241,Africa
Gambia,GMB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.479192342,Africa
Gambia,GMB,Urban population growth (annual %),SP.URB.GROW,2010,4.412243421,Africa
Georgia,GEO,Population growth (annual %),SP.POP.GROW,2010,-0.729475257,Asia
Georgia,GEO,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-1.591598357,Asia
Georgia,GEO,Urban population growth (annual %),SP.URB.GROW,2010,-0.033804079,Asia
Germany,DEU,Population growth (annual %),SP.POP.GROW,2010,-0.153198447,Europe
Germany,DEU,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.99621059,Europe
Germany,DEU,Urban population growth (annual %),SP.URB.GROW,2010,0.100481934,Europe
Ghana,GHA,Population growth (annual %),SP.POP.GROW,2010,2.469996167,Africa
Ghana,GHA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.095754383,Africa
Ghana,GHA,Urban population growth (annual %),SP.URB.GROW,2010,3.823939622,Africa
Greece,GRC,Population growth (annual %),SP.POP.GROW,2010,0.128880433,Europe
Greece,GRC,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-1.378168421,Europe
Greece,GRC,Urban population growth (annual %),SP.URB.GROW,2010,0.601864645,Europe
Greenland,GRL,Population growth (annual %),SP.POP.GROW,2010,1.028023326,North America
Greenland,GRL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.851545762,North America
Greenland,GRL,Urban population growth (annual %),SP.URB.GROW,2010,1.379795004,North America
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,2010,1.836556428,North America
Guatemala,GTM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.25873655,North America
Guatemala,GTM,Urban population growth (annual %),SP.URB.GROW,2010,2.456204159,North America
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2010,2.458278464,Africa
Guinea,GIN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.026472092,Africa
Guinea,GIN,Urban population growth (annual %),SP.URB.GROW,2010,3.314124096,Africa
Guinea Bissau,GNB,Population growth (annual %),SP.POP.GROW,2010,2.586997493,Africa
Guinea Bissau,GNB,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.929550675,Africa
Guinea Bissau,GNB,Urban population growth (annual %),SP.URB.GROW,2010,3.576733971,Africa
Guyana,GUY,Population growth (annual %),SP.POP.GROW,2010,-0.443706996,South America
Guyana,GUY,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.122754152,South America
Guyana,GUY,Urban population growth (annual %),SP.URB.GROW,2010,-1.322514663,South America
Haiti,HTI,Population growth (annual %),SP.POP.GROW,2010,1.146888672,North America
Haiti,HTI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.70476144,North America
Haiti,HTI,Urban population growth (annual %),SP.URB.GROW,2010,3.233385661,North America
Honduras,HND,Population growth (annual %),SP.POP.GROW,2010,2.075977959,North America
Honduras,HND,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.713578284,North America
Honduras,HND,Urban population growth (annual %),SP.URB.GROW,2010,3.356189879,North America
Hungary,HUN,Population growth (annual %),SP.POP.GROW,2010,-0.226013876,Europe
Hungary,HUN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-1.666276993,Europe
Hungary,HUN,Urban population growth (annual %),SP.URB.GROW,2010,0.430609461,Europe
Iceland,ISL,Population growth (annual %),SP.POP.GROW,2010,-0.143903,Europe
Iceland,ISL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-1.119124175,Europe
Iceland,ISL,Urban population growth (annual %),SP.URB.GROW,2010,-0.076582542,Europe
India,IND,Population growth (annual %),SP.POP.GROW,2010,1.377595812,Asia
India,IND,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.882227128,Asia
India,IND,Urban population growth (annual %),SP.URB.GROW,2010,2.49274629,Asia
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,2010,1.251517291,Asia
Indonesia,IDN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.293803012,Asia
Indonesia,IDN,Urban population growth (annual %),SP.URB.GROW,2010,2.826544509,Asia
Iran,IRN,Population growth (annual %),SP.POP.GROW,2010,1.404424281,Asia
Iran,IRN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.554207786,Asia
Iran,IRN,Urban population growth (annual %),SP.URB.GROW,2010,2.230469637,Asia
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2010,3.170933202,Asia
Iraq,IRQ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.773624384,Asia
Iraq,IRQ,Urban population growth (annual %),SP.URB.GROW,2010,3.349087957,Asia
Ireland,IRL,Population growth (annual %),SP.POP.GROW,2010,0.544884384,Europe
Ireland,IRL,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.026176003,Europe
Ireland,IRL,Urban population growth (annual %),SP.URB.GROW,2010,0.8703999,Europe
Israel,ISR,Population growth (annual %),SP.POP.GROW,2010,1.82675241,Asia
Israel,ISR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.058939898,Asia
Israel,ISR,Urban population growth (annual %),SP.URB.GROW,2010,1.895386753,Asia
Italy,ITA,Population growth (annual %),SP.POP.GROW,2010,0.307591222,Europe
Italy,ITA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.064272503,Europe
Italy,ITA,Urban population growth (annual %),SP.URB.GROW,2010,0.480438951,Europe
Jamaica,JAM,Population growth (annual %),SP.POP.GROW,2010,0.421348655,North America
Jamaica,JAM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,0.020008043,North America
Jamaica,JAM,Urban population growth (annual %),SP.URB.GROW,2010,0.768079903,North America
Japan,JPN,Population growth (annual %),SP.POP.GROW,2010,0.017960542,Asia
Japan,JPN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-8.560655094,Asia
Japan,JPN,Urban population growth (annual %),SP.URB.GROW,2010,0.928359533,Asia
Jordan,JOR,Population growth (annual %),SP.POP.GROW,2010,2.199151314,Asia
Jordan,JOR,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-5.809511927,Asia
Jordan,JOR,Urban population growth (annual %),SP.URB.GROW,2010,3.555765496,Asia
Kazakhstan,KAZ,Population growth (annual %),SP.POP.GROW,2010,1.413271477,Asia
Kazakhstan,KAZ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,1.246640534,Asia
Kazakhstan,KAZ,Urban population growth (annual %),SP.URB.GROW,2010,1.540051355,Asia
Kenya,KEN,Population growth (annual %),SP.POP.GROW,2010,2.817524067,Africa
Kenya,KEN,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,2.311147541,Africa
Kenya,KEN,Urban population growth (annual %),SP.URB.GROW,2010,4.477313458,Africa
"Korea, Dem. People's Rep.",PRK,Population growth (annual %),SP.POP.GROW,2010,0.425940886,Asia
"Korea, Dem. People's Rep.",PRK,Rural population growth (annual %),SP.RUR.TOTL.ZG,2010,-0.032341527,Asia
