Country_Name,Country_Code,Series_Name,Series_Code,Year,Value,continent
New Caledonia,NCL,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,Oceania
New Caledonia,NCL,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Oceania
New Caledonia,NCL,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,Oceania
New Zealand,NZL,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,74.48747253,Oceania
New Zealand,NZL,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,25.51253128,Oceania
New Zealand,NZL,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Oceania
New Zealand,NZL,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,15.36159515,Oceania
Nicaragua,NIC,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,49.00289917,North America
Nicaragua,NIC,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,47.41127777,North America
Nicaragua,NIC,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,3.5858252,North America
Nicaragua,NIC,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,43.8829689,North America
Niger,NER,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,24.25454521,Africa
Niger,NER,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,66.47871399,Africa
Niger,NER,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,9.26674557,Africa
Niger,NER,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,60.33108139,Africa
Nigeria,NGA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,18.31479263,Africa
Nigeria,NGA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,64.71762085,Africa
Nigeria,NGA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,16.96758652,Africa
Nigeria,NGA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,60.16206741,Africa
North Macedonia,MKD,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,53.12498474,Europe
North Macedonia,MKD,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,42.93989182,Europe
North Macedonia,MKD,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,3.93561554,Europe
North Macedonia,MKD,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,42.08673859,Europe
Northern Mariana Islands,MNP,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,Oceania
Northern Mariana Islands,MNP,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,Oceania
Northern Mariana Islands,MNP,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Oceania
Northern Mariana Islands,MNP,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,Oceania
Norway,NOR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,81.68249512,Europe
Norway,NOR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,18.31750488,Europe
Norway,NOR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Norway,NOR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,17.94157028,Europe
Oman,OMN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,81.7517395,Asia
Oman,OMN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,18.24826431,Asia
Oman,OMN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Asia
Oman,OMN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,11.74951649,Asia
Pakistan,PAK,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,35.217659,Asia
Pakistan,PAK,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,64.05413818,Asia
Pakistan,PAK,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.72820544,Asia
Pakistan,PAK,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,57.37958908,Asia
Palau,PLW,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,53.12785721,Oceania
Palau,PLW,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,21.32400513,Oceania
Palau,PLW,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,25.54813766,Oceania
Palau,PLW,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,16.16586113,Oceania
Panama,PAN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,64.54045868,North America
Panama,PAN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,35.12881851,North America
Panama,PAN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.33072627,North America
Panama,PAN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,30.71383095,North America
Papua New Guinea,PNG,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,84.29892731,Oceania
Papua New Guinea,PNG,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,9.44284439,Oceania
Papua New Guinea,PNG,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,6.25822687,Oceania
Papua New Guinea,PNG,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,9.44284439,Oceania
Paraguay,PRY,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,38.62810516,South America
Paraguay,PRY,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,58.43993378,South America
Paraguay,PRY,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,2.93196416,South America
Paraguay,PRY,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,49.09693146,South America
Peru,PER,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,53.02311325,South America
Peru,PER,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,46.74095535,South America
Peru,PER,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.23592959,South America
Peru,PER,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,40.28141403,South America
Philippines,PHL,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,44.39830017,Asia
Philippines,PHL,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,52.06912231,Asia
Philippines,PHL,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,3.53257608,Asia
Philippines,PHL,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,41.19496918,Asia
Poland,POL,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,68.21466827,Europe
Poland,POL,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,31.78533554,Europe
Poland,POL,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Poland,POL,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,31.32721901,Europe
Portugal,PRT,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,69.73743439,Europe
Portugal,PRT,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,30.22181892,Europe
Portugal,PRT,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.04074242,Europe
Portugal,PRT,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,25.71484947,Europe
Puerto Rico,PRI,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,North America
Puerto Rico,PRI,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,North America
Puerto Rico,PRI,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
Puerto Rico,PRI,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,North America
Qatar,QAT,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,59.51539612,Asia
Qatar,QAT,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,40.48460388,Asia
Qatar,QAT,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Asia
Qatar,QAT,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,30.03434944,Asia
Romania,ROU,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,79.25977325,Europe
Romania,ROU,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,20.74022865,Europe
Romania,ROU,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Romania,ROU,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,19.41972351,Europe
Russia,RUS,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,59.35673141,Europe
Russia,RUS,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,40.43967056,Europe
Russia,RUS,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.20359808,Europe
Russia,RUS,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,30.20886612,Europe
Rwanda,RWA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,18.07324982,Africa
Rwanda,RWA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,35.35774231,Africa
Rwanda,RWA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,46.56900787,Africa
Rwanda,RWA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,26.58733177,Africa
Samoa,WSM,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,83.56368256,Oceania
Samoa,WSM,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,12.06477737,Oceania
Samoa,WSM,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,4.37153959,Oceania
Samoa,WSM,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,11.95382023,Oceania
San Marino,SMR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,73.76713562,Europe
San Marino,SMR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,26.23286438,Europe
San Marino,SMR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
San Marino,SMR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,25.38911629,Europe
Sao Tome and Principe,STP,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,32.73791885,Africa
Sao Tome and Principe,STP,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,40.61174011,Africa
Sao Tome and Principe,STP,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,26.65034103,Africa
Sao Tome and Principe,STP,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,38.86930084,Africa
Saudi Arabia,SAU,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,72.05238342,Asia
Saudi Arabia,SAU,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,27.94761276,Asia
Saudi Arabia,SAU,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Asia
Saudi Arabia,SAU,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,18.46246338,Asia
Senegal,SEN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,35.28704453,Africa
Senegal,SEN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,60.73315811,Africa
Senegal,SEN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,3.97979498,Africa
Senegal,SEN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,55.66883469,Africa
Republic of Serbia,SRB,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,65.43390656,Europe
Republic of Serbia,SRB,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,34.56609726,Europe
Republic of Serbia,SRB,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Republic of Serbia,SRB,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,29.6083889,Europe
Seychelles,SYC,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,82.11167908,Africa
Seychelles,SYC,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,17.88831902,Africa
Seychelles,SYC,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Africa
Seychelles,SYC,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,17.88831902,Africa
Sierra Leone,SLE,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,18.03897285,Africa
Sierra Leone,SLE,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,76.15235138,Africa
Sierra Leone,SLE,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,5.80867529,Africa
Sierra Leone,SLE,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,75.65367126,Africa
Singapore,SGP,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,36.332901,Asia
Singapore,SGP,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,63.667099,Asia
Singapore,SGP,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Asia
Singapore,SGP,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,48.17884064,Asia
Sint Maarten (Dutch part),SXM,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,North America
Sint Maarten (Dutch part),SXM,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,North America
Sint Maarten (Dutch part),SXM,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
Sint Maarten (Dutch part),SXM,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,North America
Slovak Republic,SVK,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,87.48220825,Europe
Slovak Republic,SVK,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,12.51779366,Europe
Slovak Republic,SVK,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Slovak Republic,SVK,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,10.83896732,Europe
Slovenia,SVN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,71.39096069,Europe
Slovenia,SVN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,28.60903931,Europe
Slovenia,SVN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Slovenia,SVN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,13.27326965,Europe
Solomon Islands,SLB,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,92.08267212,Oceania
Solomon Islands,SLB,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,5.3975749,Oceania
Solomon Islands,SLB,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,2.51974964,Oceania
Solomon Islands,SLB,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,5.3975749,Oceania
Somalia,SOM,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,Africa
Somalia,SOM,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,Africa
Somalia,SOM,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Africa
Somalia,SOM,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,Africa
South Africa,ZAF,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,36.59454346,Africa
South Africa,ZAF,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,62.76049805,Africa
South Africa,ZAF,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.64495867,Africa
South Africa,ZAF,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,14.46151733,Africa
South Sudan,SSD,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,Africa
South Sudan,SSD,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,Africa
South Sudan,SSD,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Africa
South Sudan,SSD,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,Africa
Spain,ESP,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,71.6378479,Europe
Spain,ESP,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,28.36215591,Europe
Spain,ESP,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Spain,ESP,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,24.32431793,Europe
Sri Lanka,LKA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,53.62960815,Asia
Sri Lanka,LKA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,45.45686722,Asia
Sri Lanka,LKA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.91352248,Asia
Sri Lanka,LKA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,40.04385376,Asia
St. Kitts and Nevis,KNA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,41.9220047,North America
St. Kitts and Nevis,KNA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,58.0779953,North America
St. Kitts and Nevis,KNA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
St. Kitts and Nevis,KNA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,52.63879395,North America
St. Lucia,LCA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,34.41186905,North America
St. Lucia,LCA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,65.58812714,North America
St. Lucia,LCA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
St. Lucia,LCA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,58.86487961,North America
St. Martin (French part),MAF,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,North America
St. Martin (French part),MAF,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,North America
St. Martin (French part),MAF,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
St. Martin (French part),MAF,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,North America
St. Vincent and the Grenadines,VCT,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,69.88700104,North America
St. Vincent and the Grenadines,VCT,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,30.11300087,North America
St. Vincent and the Grenadines,VCT,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
St. Vincent and the Grenadines,VCT,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,27.27936745,North America
Sudan,SDN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,33.82594299,Africa
Sudan,SDN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,66.17405701,Africa
Sudan,SDN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Africa
Sudan,SDN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,61.82265854,Africa
Suriname,SUR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,48.38562012,South America
Suriname,SUR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,37.20859909,South America
Suriname,SUR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,14.4057827,South America
Suriname,SUR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,15.39642048,South America
Sweden,SWE,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,84.47544098,Europe
Sweden,SWE,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,15.52455997,Europe
Sweden,SWE,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Sweden,SWE,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,14.46247768,Europe
Switzerland,CHE,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,28.56611252,Europe
Switzerland,CHE,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,71.43388367,Europe
Switzerland,CHE,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Europe
Switzerland,CHE,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,31.04061699,Europe
Syrian Arab Republic,SYR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,35.53107834,Asia
Syrian Arab Republic,SYR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,64.32570648,Asia
Syrian Arab Republic,SYR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.14321572,Asia
Syrian Arab Republic,SYR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,64.32570648,Asia
Tajikistan,TJK,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,20.75226974,Asia
Tajikistan,TJK,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,79.11802673,Asia
Tajikistan,TJK,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.08713307,Asia
Tajikistan,TJK,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,79.15172577,Asia
United Republic of Tanzania,TZA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,21.83891106,Africa
United Republic of Tanzania,TZA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,40.53104782,Africa
United Republic of Tanzania,TZA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,37.63004303,Africa
United Republic of Tanzania,TZA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,38.47019196,Africa
Thailand,THA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,55.18834305,Asia
Thailand,THA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,44.8037529,Asia
Thailand,THA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.00790254,Asia
Thailand,THA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,34.18558884,Asia
East Timor,TLS,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,Asia
East Timor,TLS,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,Asia
East Timor,TLS,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Asia
East Timor,TLS,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,Asia
Togo,TGO,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,10.41338921,Africa
Togo,TGO,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,85.62586212,Africa
Togo,TGO,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,3.96074605,Africa
Togo,TGO,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,76.81318665,Africa
Tonga,TON,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,79.31558228,Oceania
Tonga,TON,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,19.48387337,Oceania
Tonga,TON,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,1.20054114,Oceania
Tonga,TON,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,14.48639488,Oceania
Trinidad and Tobago,TTO,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,37.00175476,North America
Trinidad and Tobago,TTO,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,62.99824524,North America
Trinidad and Tobago,TTO,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
Trinidad and Tobago,TTO,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,57.34558868,North America
Tunisia,TUN,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,52.6692276,Africa
Tunisia,TUN,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,47.22982025,Africa
Tunisia,TUN,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.10095035,Africa
Tunisia,TUN,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,38.62985992,Africa
Turkiye,TUR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,61.67596436,Asia
Turkiye,TUR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,38.32403564,Asia
Turkiye,TUR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Asia
Turkiye,TUR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,28.60040474,Asia
Turkmenistan,TKM,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,46.64530563,Asia
Turkmenistan,TKM,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,53.34067154,Asia
Turkmenistan,TKM,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.01402344,Asia
Turkmenistan,TKM,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,50.0068779,Asia
Turks and Caicos Islands,TCA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,0,North America
Turks and Caicos Islands,TCA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0,North America
Turks and Caicos Islands,TCA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
Turks and Caicos Islands,TCA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0,North America
Tuvalu,TUV,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,99.46151733,Oceania
Tuvalu,TUV,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,0.51962775,Oceania
Tuvalu,TUV,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.0188547,Oceania
Tuvalu,TUV,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,0.10396336,Oceania
Uganda,UGA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,24.96941376,Africa
Uganda,UGA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,43.56739807,Africa
Uganda,UGA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,31.46318817,Africa
Uganda,UGA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,43.02595901,Africa
Ukraine,UKR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,47.32231903,Europe
Ukraine,UKR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,52.53873825,Europe
Ukraine,UKR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.13894624,Europe
Ukraine,UKR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,48.39265442,Europe
United Arab Emirates,ARE,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,68.83045959,Asia
United Arab Emirates,ARE,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,31.1695385,Asia
United Arab Emirates,ARE,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,Asia
United Arab Emirates,ARE,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,22.08343506,Asia
United Kingdom,GBR,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,76.57859039,Europe
United Kingdom,GBR,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,23.41359138,Europe
United Kingdom,GBR,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0.0078205,Europe
United Kingdom,GBR,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,17.95087242,Europe
United States of America,USA,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,44.3899231,North America
United States of America,USA,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,55.6100769,North America
United States of America,USA,External health expenditure,SH.XPD.EHEX.CH.ZS,2000,0,North America
United States of America,USA,Out-of-pocket expenditure,SH.XPD.OOPC.CH.ZS,2000,15.11472702,North America
Uruguay,URY,Domestic government health expenditure,SH.XPD.GHED.CH.ZS,2000,41.5463028,South America
Uruguay,URY,Domestic private health expenditure,SH.XPD.PVTD.CH.ZS,2000,58.43198395,South America
